EmployeeID,Experience_Years,Hours_Worked_Per_Week,Productivity_Score,Performance_Score,Skill_Level,Defect_Rate,Attendance_Rate,Salary
396,18,36,63.79861101,99.32847454,1,1.721942674,76.26237647,43978
397,3,35,72.59673778,52.79631751,3,2.709632079,84.57461677,29898
398,17,50,63.86579337,57.10906882,2,2.856265997,72.57921206,44987
399,4,58,67.07587803,52.6412947,3,2.709092232,95.29997065,30853
400,4,49,99.49344634,81.29205975,1,8.554081621,91.5401863,21415
401,14,32,77.76414228,52.72546387,2,0.3188479521,98.30901012,52827
402,9,48,81.27487066,91.82198687,3,0.7609998898,90.80400718,45443
403,9,51,94.94474115,75.59693153,3,2.739148706,98.21204117,41894
404,25,44,99.82275602,76.35038123,2,1.998729746,86.63537667,67121
405,26,33,83.30857797,78.07972539,3,2.318596139,88.00655833,61916
406,23,57,92.49895284,58.54068532,3,7.979431893,99.30913164,58256
407,18,41,73.07764097,59.88451516,1,5.631265939,89.26387441,39822
408,10,35,72.2297583,65.94086614,1,0.05770661293,70.92359707,36670
409,21,48,76.10814884,79.67482079,1,4.293227657,91.7140833,46468
410,4,33,86.90029051,60.5058888,1,4.078849269,97.16406076,25006
411,12,44,87.28766757,55.81658636,1,1.139452694,93.86740749,41076
412,27,38,72.60957739,98.50584432,1,6.761417886,87.51499818,46813
413,8,34,65.32839697,51.09909074,2,7.020971884,90.13910539,30553
414,2,42,85.29585026,90.13487027,1,7.208932191,99.70575368,19341
415,22,52,65.13303449,89.40175748,3,7.284709456,72.71986266,56855
416,13,55,83.13970033,64.86070569,2,0.000528269323,90.01734486,57178
417,21,47,87.73688512,56.7813308,3,9.539208038,78.50193084,53622
418,16,59,88.02445986,57.28143234,1,8.142087671,89.2027119,33812
419,28,59,90.13888443,84.87158086,1,9.039816966,88.22870728,61843
420,2,34,94.91437686,82.14032955,3,0.1564329531,74.60370496,28559
421,11,54,79.99835968,89.13728371,3,9.338587958,76.20239937,40291
422,10,45,89.20996758,96.87405862,3,8.097885287,88.64888734,30289
423,15,56,84.76690941,84.59636816,4,8.37219143,73.84689842,46676
424,17,48,67.46559759,57.79257683,4,0.9328738472,77.95542625,60601
425,8,43,61.02758579,62.17213084,4,7.387780289,95.05736643,38889
426,18,54,71.38165543,92.10968654,4,9.599166896,79.81274518,38973
427,23,59,77.72134825,60.46530379,2,6.785473414,84.64180469,56530
428,9,45,84.68423778,53.62611585,1,5.705614046,98.23421005,32367
429,25,56,93.99837322,85.1640027,3,9.456296777,76.81447267,45185
430,8,44,67.84982867,70.12631777,1,4.429371217,81.68878052,33737
431,27,51,65.0219916,96.00200263,3,5.992935663,88.19373327,60400
432,14,33,98.5391979,82.51275355,1,4.763382935,92.66016789,42973
433,28,36,64.32178238,54.52094889,2,9.328462214,97.0496016,53389
434,26,45,79.1396428,97.39282836,4,0.7608472677,97.46418963,69972
435,25,53,83.42254915,62.92786318,1,5.011197008,93.29920223,54203
436,18,51,81.65497684,66.86062452,3,6.869524414,76.8499251,39498
437,22,50,63.44128628,70.11302068,1,7.919065384,70.7442799,47442
438,20,51,62.28107656,52.56121482,2,5.830186474,81.51321791,46270
439,20,50,64.2193371,74.82577111,2,9.089177441,74.24646553,39120
440,21,37,83.42350735,56.16592455,1,9.419914469,91.31162942,42576
441,12,46,81.77379551,70.04851633,4,0.6431922319,89.8339176,58240
442,19,45,69.34963168,67.5354894,3,4.023705395,71.31914925,49058
443,14,56,85.51096567,88.64200417,2,0.2345902172,95.09781337,50267
444,17,52,92.80270008,90.15852558,2,3.294166574,77.46229799,47540
445,24,39,61.66315839,57.67064412,1,5.36868218,82.96681226,54619
446,21,39,79.92519774,68.32755937,2,9.107949305,90.03801206,40248
447,3,56,87.57241648,68.66765805,2,8.465543225,82.88256361,21479
448,26,31,70.09247708,57.5705222,3,1.274997267,83.23863408,71608
449,23,59,72.31083621,89.92267525,4,0.9303037474,71.96883986,71847
450,7,38,84.54551612,85.36141642,3,5.892673388,82.04330648,39029
451,17,46,95.91741174,59.51908931,4,5.321179725,92.9454368,53937
452,12,40,92.39697681,68.33609543,3,2.663776414,97.45529012,47998
453,9,39,83.32520876,55.29025124,1,8.994530846,82.40491411,24004
454,15,51,89.20886871,81.41032985,2,9.273664095,82.70757481,36507
455,18,54,74.59289881,56.06859623,4,4.026114383,91.07881319,58393
456,21,46,85.63862112,99.29670843,1,8.903025571,98.28316003,43857
457,13,33,78.64726365,89.03410373,2,3.839488943,78.01182821,42087
458,21,45,67.59744546,69.51192748,2,7.368168318,83.2043262,48383
459,8,49,88.06953096,78.92819661,2,4.759422175,93.87919731,32382
460,14,44,82.25858549,95.56709081,3,1.225831565,88.29080708,59005
461,8,54,74.34486328,77.70496402,1,9.279342012,73.31759032,23855
462,14,56,96.4535676,58.72492432,1,4.540965934,88.83198207,36102
463,7,50,60.83736471,68.93516778,2,7.344870403,75.60238854,28930
464,23,34,72.63092605,92.15724325,4,3.671738144,85.30647802,60932
465,12,35,62.27525591,82.2106508,1,0.1888087858,85.87309803,50618
466,11,46,90.66109265,82.53621922,3,1.005303587,96.28610087,58152
467,22,30,88.08429816,93.34107428,4,4.962194795,83.87482822,59679
468,22,54,73.25408875,94.69865287,4,6.899643571,78.38327267,59225
469,11,48,87.02651609,95.98962859,4,3.347353266,76.92899045,50720
470,25,33,75.83748905,54.74245966,4,6.954884592,96.2275563,53024
471,22,46,90.25015166,77.2063001,1,6.986355894,75.13032563,42773
472,28,38,78.16734651,87.02547606,2,7.039359073,82.77605683,74752
473,29,53,76.49118911,87.84634226,4,4.92521854,75.61519345,89207
474,13,31,97.38919662,80.3358101,3,9.148861501,93.1991212,42879
475,18,37,70.035164,58.33936676,3,4.89196518,84.2311792,50740
476,2,44,64.8178936,89.8710277,2,4.502651935,80.53431072,24754
477,29,36,83.38172453,86.00556668,1,1.99380819,80.83298922,83071
478,21,56,98.77287249,54.30678858,2,3.076550874,95.5664262,65174
479,15,35,75.11356855,73.19049123,4,0.4233449252,86.61321863,63436
480,20,30,62.48147055,58.69886998,1,6.335352936,91.53603553,34247
481,27,44,73.57221069,66.87385229,1,2.485357439,96.91115549,56357
482,18,52,80.23726617,50.90405461,4,3.041552545,97.05225028,56825
483,15,55,66.47692027,70.01649342,3,7.708145217,79.85527163,44324
484,19,36,86.32408872,77.49384606,4,3.272211832,98.57353789,59673
485,23,58,99.90997556,80.97912964,2,2.42195892,70.74627646,64873
486,24,59,78.06957904,83.17451726,4,1.690577491,81.30506683,77467
487,12,54,74.18914227,91.81456566,3,7.748584022,96.87396573,43324
488,13,46,76.02816667,60.77314536,4,1.29706258,78.23910639,54471
489,22,31,64.60584714,56.02409112,2,4.537537603,78.19244351,50713
490,11,56,95.33094406,92.57685859,2,5.069301161,79.07866855,39522
491,5,38,76.59302622,57.83064074,3,6.873899127,88.36940155,26398
492,29,58,75.49097646,98.73800407,2,6.332834823,83.14998327,61289
493,1,38,86.38761092,92.12691147,2,8.107206729,91.80204509,18263
494,24,42,77.68133684,75.04383029,4,0.4475143393,96.84731928,68260
495,3,35,85.92933875,99.07107125,1,2.964407248,90.22598125,26965
496,22,35,62.45785161,54.86883646,2,2.801341188,76.13400161,56860
497,19,49,92.54893375,65.15328806,2,1.460169056,97.98045707,48075
498,23,49,97.62015812,81.91122075,3,2.891782539,77.9347862,69186
499,29,50,85.95061545,67.50034342,3,3.097653141,74.49682886,83885
500,7,32,98.18263715,96.4186276,4,5.218844619,72.69901837,44643
501,12,46,66.05729257,53.28130441,4,6.637044789,86.90151222,43962
502,15,46,79.09664758,77.4705916,2,3.811005136,73.41287387,45384
503,25,41,84.07226936,79.54331337,1,7.194702313,74.16327652,40528
504,5,45,83.2694659,82.63640619,1,3.361653386,79.00091442,29169
505,15,44,76.05847116,62.78331117,4,2.902836773,78.44959029,55927
506,8,42,73.52337637,68.22832138,3,5.411880559,88.12718531,38688
507,10,52,65.0729609,92.18402648,2,0.2371636031,94.50235838,45124
508,26,30,75.66969802,59.74713845,2,0.7978912363,92.84048969,60817
509,16,46,66.5064326,91.34339236,1,4.179695436,77.87453364,39048
510,8,32,89.37462706,78.13277115,4,9.429127114,77.35931494,31871
511,1,55,68.35323742,88.10937556,1,7.215117798,98.9737459,17175
512,12,44,62.34261221,85.68036831,1,0.881265695,70.24708725,41302
513,5,33,82.09464551,60.37557477,4,8.463180128,96.39161599,29230
514,3,33,83.80918931,78.44063682,3,7.323007706,75.99185557,25205
515,1,47,94.87652245,93.38615764,2,6.109465257,98.41852969,20167
516,4,46,83.0792645,71.60581184,3,8.202929606,80.26921854,24201
517,8,48,73.81923415,98.32953851,4,4.041098477,83.21055322,45116
518,3,40,92.12047526,72.61075501,4,2.215010509,91.21361842,32936
519,10,49,81.61115573,57.13928183,2,5.120233891,87.63007154,37492
520,2,32,63.17121139,69.471734,3,5.488417556,79.53817989,24414
521,11,37,82.63402241,97.58512032,2,5.38326372,86.61492748,39880
522,25,43,96.32074182,65.98604247,1,5.650737915,91.92120653,45271
523,10,55,75.85250502,93.40490799,1,9.487049182,71.27004838,26473
524,21,30,71.85303208,94.06253408,1,9.022456231,70.33597916,44377
525,14,43,65.73877828,67.50932622,3,8.757170366,83.74200817,44298
526,7,31,66.05782088,54.1628829,1,8.014168109,73.95509853,30526
527,27,58,77.31085937,86.22789546,2,9.434281073,89.93032874,48735
528,27,52,83.82719297,65.57561495,3,0.9849464168,76.42157369,67342
529,2,33,63.22461621,89.14618071,2,2.651232614,82.9855332,25339
530,9,53,97.58274356,72.13274241,4,4.950559457,75.93012811,38839
531,16,56,90.2053447,74.26333712,3,8.465344931,86.45450757,45200
532,13,58,83.46495673,88.89547034,2,5.051657115,73.48160378,42516
533,9,48,93.13754684,69.11816655,2,7.480347393,70.69320558,32760
534,20,35,63.20747027,72.15636727,3,1.389599052,71.53394914,52572
535,4,54,79.07355511,68.80952344,4,2.52413813,98.62775325,37315
536,22,30,85.20372507,68.36702576,3,7.31776095,74.26858656,57834
537,10,46,93.14611624,76.29732885,1,1.647340089,91.25434759,31979
538,26,37,91.3387824,90.43997223,1,3.513559347,72.03778613,50187
539,26,48,71.08276999,68.0884156,4,2.648662578,73.24481057,64454
540,22,50,97.63520678,76.21273603,2,3.498616942,85.26628754,53465
541,12,30,64.97383366,83.53636627,2,7.083240491,83.9461279,41928
542,17,34,95.00534474,63.47197232,2,3.678471811,98.54740928,48166
543,14,56,98.83760998,63.87614025,3,5.552633226,98.34506359,43732
544,14,45,67.08614093,96.67065635,3,0.9993187705,93.38825928,59654
545,25,35,88.88264257,86.17672867,4,8.050176932,88.0630549,62568
546,2,37,61.61142075,78.85933381,1,3.698886256,83.64880952,19752
547,21,42,76.21691301,82.38600272,2,6.48534159,80.68535603,49566
548,25,45,80.65133197,51.46497216,1,7.253896017,98.41262641,41217
549,20,59,83.22580904,80.90514828,3,2.096609221,88.08726434,52140
550,11,32,97.43748993,75.47544366,3,8.84674985,87.37217583,39392
551,16,48,86.89002749,77.28748399,3,6.162242516,76.95703365,40278
552,19,41,79.25111805,67.97119134,1,4.287251418,71.40093454,41430
553,23,45,92.38700145,54.07369489,4,1.823351836,98.35565739,67364
554,6,56,98.02131284,59.66696168,4,9.423009379,79.41205777,35678
555,24,40,60.88264595,97.53723566,3,7.550682041,83.2776707,49133
556,19,39,99.30085089,70.43497811,2,2.080245627,73.43919831,47649
557,5,54,63.44528556,73.33415779,1,3.377107747,95.1077299,28023
558,26,49,92.57547117,52.63548949,3,8.096742581,70.82895499,55920
559,4,33,71.2133901,51.87831148,1,6.956776632,95.01972286,20861
560,15,41,65.28718631,85.85907235,1,7.657842927,74.20855038,34259
561,29,52,77.59422559,76.90473321,4,4.412011022,96.59692338,95715
562,4,31,85.75826318,75.43529921,3,7.164762626,91.89317912,28257
563,20,53,75.2380738,62.15622652,4,3.864937229,74.94010788,49531
564,10,51,62.18261633,87.23753658,3,2.112629169,86.97453979,40569
565,24,48,83.97844559,58.41182896,1,6.326770348,79.37968943,49303
566,22,54,96.09613104,59.49673718,4,9.760139256,75.34699297,57699
567,3,34,75.32861464,73.03560857,1,3.106009714,95.77546598,27063
568,26,37,68.65331111,64.31399311,3,4.609695922,82.105683,64972
569,5,36,77.70309384,62.37314906,2,6.740013711,81.95631143,23681
570,6,43,61.93450844,82.26188223,4,5.415062821,75.09660024,35554
571,21,53,92.81950338,82.54858726,4,8.434277957,81.49197028,50307
572,22,52,93.05363244,91.22585349,1,7.617427065,96.14850539,49482
573,8,32,83.52001854,70.88542835,1,0.5829720386,80.89386131,39263
574,7,47,74.12411556,53.65425455,2,9.984212339,98.54810687,29556
575,21,45,91.99133458,63.68331925,4,7.524024537,98.38926698,63976
576,10,52,82.18748099,99.00027316,3,8.639033163,74.34695978,32070
577,6,48,93.03729234,79.81292876,3,6.511977121,75.31933761,34570
578,14,48,85.2583517,85.48685424,4,8.56285128,95.88022211,43033
579,4,47,91.37621893,50.36789148,4,1.123829749,81.78282757,37950
580,28,49,83.94251973,75.91028661,4,3.477378356,70.13121947,95170
581,25,45,76.56564273,51.87643288,2,8.764209436,78.21615459,43290
582,13,37,98.3178344,78.4615106,3,2.016552113,87.9288698,49964
583,20,57,81.644553,96.03854248,3,0.7824209858,93.97797898,58575
584,17,30,84.20358074,98.42095653,1,7.881189399,74.00165851,38196
585,23,46,68.81950558,77.02763377,1,8.354861556,73.31624093,41742
586,7,41,85.02603158,72.91024026,4,1.626522182,97.66277961,42865
587,4,59,82.86430598,97.25085471,1,8.543459828,92.53445103,19561
588,29,50,67.39353592,83.6804916,2,6.867677956,87.69338802,64233
589,14,40,62.38348389,53.24496398,3,5.200826832,93.0756037,44527
590,3,34,84.17437279,73.28627888,3,8.302501928,82.86563084,26166
591,24,56,90.54769077,62.01225092,1,4.192492493,92.75367242,49544
592,5,41,80.93605484,73.49021607,4,1.939939562,81.15408974,33633
593,16,46,69.07090501,72.7732786,1,2.848526766,77.32283717,45114
594,26,35,86.66087907,79.10724014,4,5.051640183,91.87040264,70024
595,23,30,63.20422906,67.83852452,2,5.313307927,82.59016876,51246
596,20,34,77.67334819,58.21352247,3,8.055808264,99.44131313,36874
597,4,54,66.53467034,75.18597173,2,7.913527237,80.48455547,23792
598,24,57,67.37836204,91.51014422,3,5.813665572,97.65182262,51989
599,24,43,68.09175797,83.2006114,2,7.807854834,97.98887646,47387
600,2,34,75.46828228,66.9183933,1,1.917734583,77.25558841,22842
601,18,51,62.04600822,96.77615114,2,0.5006452709,93.94663545,51004
602,19,53,75.91173764,95.61037856,2,8.736338226,82.99223515,36767
603,28,56,80.46829788,60.46741997,1,0.7555449376,97.52574182,70317
604,28,30,79.3317714,51.97087926,3,2.466884297,83.50372818,92605
605,19,59,75.31136402,87.06543542,3,6.953189496,92.32911152,40530
606,17,47,93.56586432,91.38051307,1,4.094479376,84.00902227,41492
607,14,45,65.8130677,98.3932283,2,8.763139699,76.83402267,34605
608,19,38,80.22786975,94.4918197,2,2.979797947,75.98050387,43151
609,22,48,62.48165668,80.02673841,2,0.1187134667,82.76293583,58305
610,24,51,62.84622716,76.50261696,4,3.006556406,92.66483971,77036
611,13,34,82.95463399,51.39205256,3,5.780750492,88.15214456,43124
612,12,56,82.640737,62.33282234,2,3.759383754,90.6588787,43531
613,26,31,95.12134051,72.98073759,3,5.348727558,78.46979052,52519
614,6,59,82.31494703,81.425195,2,8.765981188,84.44306038,26138
615,21,44,98.39164082,77.86259167,1,9.124850542,71.33185795,46314
616,4,36,61.94779394,87.13179948,1,2.659740647,94.52597248,28706
617,19,33,63.92030739,63.98834654,3,4.621404733,99.69676487,45445
618,16,30,61.76263446,78.24763038,3,5.491440152,82.20637188,48942
619,13,42,67.41107401,54.40711217,1,9.491124569,70.32890959,33194
620,4,49,81.65080444,70.68327618,4,9.986173192,75.09377919,25651
621,23,51,85.82288726,87.50804165,1,2.354072488,89.57580633,61225
622,17,36,61.82340632,84.67004267,2,7.269798713,88.36237955,37330
623,23,44,97.83883559,99.53213686,4,3.780310622,93.63594159,74833
624,1,52,93.68661507,63.8945563,1,0.08108196886,77.61652033,22913
625,18,43,71.86449929,74.90946496,4,0.09252522436,92.90895747,63430
626,20,52,63.08750121,66.47652069,4,4.605660076,90.63952065,55633
627,17,48,66.79548293,72.0301557,4,4.88334913,79.68443493,48612
628,27,51,65.07777655,92.84750649,3,0.2256969657,86.36464444,77002
629,28,58,64.93135117,84.21045376,1,6.869274168,74.41821425,64203
630,27,53,80.74246755,94.12205957,3,2.940033886,83.5769351,60534
631,15,49,69.8338977,60.17555542,3,5.598931015,96.43592019,50744
632,11,58,74.32558866,93.66805589,2,3.009190732,82.63574139,43413
633,25,53,99.58021334,52.98811371,2,1.671343149,95.18700119,56610
634,28,47,87.37256996,94.42996402,4,4.071737386,87.70760096,73597
635,22,39,97.95922668,66.45368897,4,2.322733648,75.75630139,65125
636,13,38,65.7022622,65.72938167,2,5.348009769,87.43318734,40396
637,1,54,75.28557899,75.60442883,2,1.988285303,85.17949987,26322
638,17,37,82.18927213,97.03450939,1,5.084059766,81.95924006,38247
639,6,55,63.07032248,52.38906823,4,1.573785149,73.58891319,43336
640,4,59,60.16749775,67.61154875,4,6.709747095,82.50125992,30176
641,20,58,86.81737335,92.82859943,2,7.539376844,72.18287129,35511
642,16,39,85.67278067,69.80272387,1,1.103942342,72.96307154,41668
643,15,46,76.4315524,59.95784488,2,4.67802412,82.47749599,42471
644,27,31,79.58576304,71.23970907,2,0.7087170065,79.16144446,67384
645,15,35,76.61772002,69.27762507,3,5.981824455,97.76632978,49383
646,6,55,60.96020179,95.77081007,4,2.644042979,81.27117416,41054
647,15,34,73.41486425,88.09671879,1,5.276244568,92.73574366,35592
648,14,57,67.08329022,75.25577779,3,5.174610094,85.90742579,52025
649,28,59,63.93696756,99.41852834,4,9.243543462,91.12257006,77781
650,11,38,98.26881736,73.26387656,2,5.490832226,77.80347949,39834
651,7,34,83.974389,52.91189154,1,5.829984797,98.25714919,29838
652,9,47,89.14625137,63.11371609,4,4.016531258,85.90265491,37650
653,26,55,72.61454973,71.80352401,2,9.490796032,94.93972214,47223
654,16,49,75.72588518,57.84513121,3,7.771859094,80.9513708,42707
655,5,38,69.47695976,97.37825632,1,2.854052903,73.00634047,26337
656,25,46,63.87862684,88.34244489,4,8.442095858,90.21134943,51354
657,20,56,67.1612655,63.41436002,3,4.323963602,70.23278945,53764
658,29,46,91.90056181,79.54022668,2,8.286671435,84.2587893,60915
659,10,41,87.10183221,86.07245786,2,8.228880683,75.78405708,31025
660,18,36,81.87715504,97.06394645,4,1.888701868,88.82126513,60915
661,3,56,79.00359491,94.08176746,2,7.011411314,99.38259619,26620
662,13,32,96.89737135,75.75961131,1,2.906429693,83.93208719,41884
663,11,39,62.90939791,88.73263099,4,2.9749267,94.5249477,58269
664,17,31,71.22403253,78.10723769,3,2.963480769,85.23352561,47688
665,22,54,73.99751414,77.6351945,4,7.255682476,84.87520093,54246
666,13,32,91.29703249,55.73709792,4,2.298260418,97.9127048,62499
667,6,45,99.70058481,56.3068829,3,0.009058352461,96.69897606,41454
668,17,31,69.62682059,76.47668075,2,7.152368535,93.57401396,40026
669,27,57,94.97229337,63.44307725,3,1.711847438,78.8876726,68671
670,13,53,93.22491042,51.05184512,1,1.044823953,86.35025247,50302
671,19,39,68.98629591,86.1419602,2,2.375161206,76.716917,44916
672,21,35,75.97330321,51.62432983,4,3.799005223,83.31750094,75453
673,19,51,76.38691477,79.76384206,2,4.759063275,84.52639197,47456
674,10,55,99.12882674,76.95968971,2,0.4457004071,94.94920121,37859
675,3,40,67.23567606,98.44073453,1,9.705733326,96.88085096,19443
676,14,52,91.96631884,74.21065697,2,7.160630534,82.43860187,36465
677,26,36,73.36770857,53.18007182,2,3.231940653,70.53113335,52968
678,19,56,89.23481383,77.58439839,2,3.186972573,95.85321519,42054
679,5,58,76.80044017,92.05480853,4,4.485425494,75.22836036,31340
680,29,44,83.13439052,99.84246421,2,6.262448228,88.65645892,72798
681,5,35,93.30447093,71.51715868,3,1.463730666,70.74912701,35666
682,20,49,92.1666226,66.01493712,2,1.889298138,81.98519426,51446
683,17,56,94.65692734,95.33266485,1,8.594345828,99.57880906,34442
684,21,38,62.38469301,59.56210645,2,2.562549239,73.02080803,60557
685,10,51,87.68202212,80.77144575,2,3.80194998,82.71079456,31897
686,5,49,65.59949507,70.28572121,4,8.71271851,79.21449851,25948
687,4,41,76.63274272,52.05411825,3,6.631478294,97.1526437,29378
688,6,48,81.9435366,67.36442372,2,3.417118793,96.08020324,39195
689,26,49,76.10957939,63.26142613,3,6.836995457,77.13096281,52054
690,4,32,80.78446703,84.3045577,1,0.1968321538,72.43563361,31046
691,7,44,99.86105235,97.43952488,4,7.3564266,88.81415182,33233
692,7,31,65.40869255,63.40235937,3,4.870160405,80.09106136,38079
693,18,59,87.01824181,90.57329696,4,8.131821473,90.16253172,44442
694,3,50,75.84003866,52.76799085,2,9.54637652,70.96359268,20871
695,1,31,65.32039196,76.9060505,1,9.257885495,74.00197706,15966
696,24,51,66.34947053,53.52750319,4,9.092650435,90.59116698,54703
697,25,32,97.97092425,96.70164956,2,5.121699559,76.37111966,55318
698,4,35,95.18405987,88.31756403,3,3.601421141,95.72763027,31502
699,6,44,96.28167842,82.89749556,1,4.650353247,71.75772663,34102
700,9,56,99.66131103,91.19481908,1,6.898960033,76.46445948,28402
701,22,39,68.3326156,82.37598978,3,8.839977769,99.95680745,53547
702,14,38,74.21757349,98.44721986,3,2.06986303,82.99228308,52007
703,28,30,86.7687612,85.69789739,1,9.181931585,91.08896991,41812
704,12,45,79.35210159,96.23293048,4,8.15180232,75.47989147,43083
705,28,35,76.73558134,75.8565946,1,9.788560152,88.29606205,43696
706,25,38,74.31244997,55.85322065,3,8.802517733,91.78318205,48858
707,20,56,83.75122528,76.40888607,4,2.799373297,79.43429908,55814
708,24,33,83.02373715,56.3436414,2,1.059559113,94.86691336,61256
709,25,56,66.45831336,79.62467396,1,1.12241072,88.10252735,57517
710,4,57,78.8695935,74.12465303,3,2.912233186,81.67369029,32247
711,21,31,82.13887105,81.12876989,2,6.14183724,86.7292718,54952
712,24,58,82.81147755,50.50234905,1,8.043203261,87.30282542,43422
713,12,33,68.40428772,59.74202458,1,8.99250307,74.96605878,36599
714,10,30,89.69085569,74.5665216,4,6.237533844,82.0819711,38654
715,22,48,61.00796379,97.52517808,3,0.05631312748,80.30291764,74001
716,28,55,74.19327422,69.18045202,2,1.863167765,82.02708168,68037
717,7,54,91.20850594,71.2186013,1,0.9972620385,92.83331765,34225
718,3,39,82.55571684,85.73480445,4,3.633244756,84.47615222,33219
719,23,50,70.4464973,80.18963786,2,5.013509936,98.2094846,55492
720,28,44,87.79812477,64.9463075,2,0.4339717858,78.8102924,93551
721,14,56,82.69563777,70.54081978,1,3.484779758,82.47110735,42857
722,24,51,91.84974438,60.88498994,2,1.791796746,93.60870431,54473
723,10,48,89.40100745,98.30107296,1,6.470701663,86.3807378,26579
724,16,45,84.40431688,56.53171908,4,4.642723693,86.41084439,56920
725,16,50,79.52710701,68.59183923,4,4.953176469,71.60020489,49556
726,22,56,65.32728503,51.29194861,2,4.27691788,81.95798988,51268
727,10,53,70.45332072,61.0889746,1,9.560197105,78.12201197,28598
728,25,51,76.76397892,89.02355692,3,2.147351251,99.98005368,63160
729,13,33,83.97197148,60.05876161,4,5.166642598,79.25065212,49093
730,6,31,80.54831421,54.00317013,1,7.360173684,96.53489604,27314
731,12,59,71.52738104,73.72265899,1,5.568444131,90.28701205,37689
732,9,54,60.25857431,50.49846174,1,9.290208857,80.22749228,25752
733,13,42,79.84956888,54.23830772,2,3.779683556,86.30603135,47871
734,4,57,71.42503954,90.38129348,3,4.636758058,95.2160764,32868
735,24,30,89.38433203,88.57366724,2,0.8852231521,96.50104894,62136
736,11,46,60.95785061,95.75694102,4,6.089991111,74.81181625,45888
737,20,42,83.39311245,92.7257718,2,2.882119684,80.18719424,44698
738,18,33,97.6589695,84.15877816,1,1.603090395,80.05669541,41106
739,26,36,66.97637068,52.61664287,2,5.445312929,71.26134388,49296
740,11,46,78.86597963,89.1424309,1,5.323102634,87.9471328,40059
741,25,38,63.65687967,92.27554054,3,0.7587164122,95.64460159,72648
742,21,33,85.02727649,89.95410729,2,6.982154535,81.44723163,54818
743,4,48,82.02126722,75.42395177,2,6.237721907,92.20107835,28734
744,18,30,76.29462097,61.64509193,2,1.890172827,88.83101241,46929
745,1,39,80.85508086,92.26649878,1,4.694348622,81.26946206,20527
746,27,33,95.86298634,86.35814049,1,7.203229165,74.23179398,40151
747,7,38,67.85177209,99.03805872,2,5.294357405,91.27971558,33985
748,6,42,60.90258047,57.78462989,2,3.954890762,95.63695507,37425
749,15,43,94.46659539,61.28322915,3,3.223384581,90.57563477,45970
750,18,39,83.0846833,60.58990749,3,6.103938666,70.53635452,48590
751,24,35,95.62633822,89.62698838,4,9.391086983,76.48698683,47017
752,11,45,83.87780894,59.34536482,3,6.717448405,72.08439955,46739
753,20,35,92.4064436,53.33299149,3,0.7474590364,87.11158299,50566
754,24,46,77.18693453,99.92804033,3,4.606849735,92.69433037,62339
755,15,39,89.99439725,51.24086057,1,8.908241315,73.31737561,33048
756,16,47,96.52165868,91.76220301,3,0.944624258,95.15013462,53518
757,7,56,82.88491855,68.26834208,3,9.888757121,86.66526935,32470
758,21,51,67.23140602,92.08077299,2,9.490693936,90.69907036,46155
759,10,47,70.7519046,77.73102456,1,0.7827448073,99.14205546,33628
760,26,32,67.94578308,95.08156147,4,9.334133204,72.51042965,51078
761,12,49,69.8742811,96.30964932,4,3.631325903,97.03672069,54038
762,24,56,72.25661797,50.45490906,3,8.447091671,73.78308088,50286
763,14,50,82.20535147,53.7706088,4,4.183833377,81.7887642,57441
764,25,54,83.51966518,62.51793648,4,4.408551127,95.54316089,66841
765,5,57,77.05998989,83.46577082,4,6.34243091,97.1876271,29096
766,26,44,84.61683119,94.41360983,3,7.744774193,85.19115021,54184
767,21,44,63.26299702,72.99709756,4,0.3378915095,87.82313915,80455
768,18,33,63.51152948,80.34865581,3,5.931559955,91.24442004,50487
769,5,58,66.87317841,59.42499264,2,1.867329941,94.98276005,32461
770,3,56,80.72309992,90.24834169,2,3.459495179,73.64533509,28697
771,23,38,68.55978715,98.36640557,4,3.479686662,94.30207925,70699
772,26,56,71.33137614,63.42994665,2,4.690603402,84.43828452,49829
773,5,55,76.01251345,74.74129758,3,3.341364119,83.51870275,31922
774,24,48,92.47464496,54.30580553,2,1.073611185,82.71699256,60561
775,17,53,60.55448544,77.95683282,4,1.456287385,85.27634756,61427
776,19,57,85.97515281,75.13917209,3,0.3343798556,98.3515166,55214
777,19,46,86.75506124,57.22182421,1,4.702490853,86.44611318,38806
778,25,40,91.94623121,72.10331066,3,9.544476949,98.59532615,48407
779,21,54,97.31011756,66.7052326,2,1.156752236,75.40870392,60200
780,12,38,60.80551396,76.09154377,1,9.46264493,91.72407936,32584
781,25,39,66.15134822,79.28271677,3,7.333615147,94.36718616,49097
782,29,47,95.44685176,50.42477893,1,6.374988029,90.37386494,58152
783,9,49,78.34074249,88.05029915,1,6.452777553,88.20766841,30883
784,1,42,82.58362556,85.65071459,1,8.267276484,86.94438343,17742
785,18,37,86.52108815,68.31431931,3,1.069198644,95.82791448,59956
786,21,36,87.16266418,52.64679678,2,5.047543236,94.64939791,60362
787,4,46,97.26961613,87.74662699,3,6.970911383,73.66866164,24979
788,10,50,99.8779767,97.75875802,2,5.868204451,95.45762971,31559
789,25,52,88.80629844,62.0075798,3,8.32779071,82.42205858,46787
790,7,44,71.48884837,66.17623069,3,0.7227170901,77.6109049,48373
791,22,49,95.19009609,59.19064447,3,6.907010395,96.09305704,61599
792,23,44,61.96883658,78.84680617,2,5.340277304,82.96074399,54482
